"status","http_status","venues__menus__menu_name","venues__menus__sections__subsections__subsection_name","venues__menus__sections__subsections__contents__text","venues__menus__sections__subsections__contents__type","venues__menus__sections__section_name","venues__menus__currency_symbol","venues__locu_id","venues__contact__phone","venues__name","venues__location__postal_code","venues__location__locality","venues__location__address1","venues__location__region","venues__location__country","venues__location__geo__type","venues__location__geo__coordinates001","venues__location__geo__coordinates002","venues__menus__sections__subsections__contents__price","venues__menus__sections__subsections__contents__name","venues__menus__sections__subsections__contents__description","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name","venues__menus__sections__subsections__contents__|__options__price"
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Appetizers","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","Warm Golden Beets","Black truffle coulis, herbed goat cheese and truffled honey","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Appetizers","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","Mixed Greens","Pickled wright‏ locke farm vegetables and basil vinaigrette","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Handmade Pastas‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","25.00","Tagliatelle","Boar ragu, kalamata olives and ricotta","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Handmade Pastas‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","25.00","Spaghetti Alla Chitarra","Squid ink and saffron spaghetti, clams, calamari, baby octopus, capers, green olives and plum tomatoes","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Handmade Pastas‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","23.00","Gnocchi","Organic mushrooms, truffled panko and parmigiano","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","27.00","Faroe Island Salmon","Ginger-kuri squash purée, braised endive and kumquat vinaigrette","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","27.00","Sea Scallops","Carrot risotto and proscuitto bits","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Rabbit","Confit leg with white bean-fennel ragu; seared loin with speck proscuitto and raddichio","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","23.00","Free Range Chicken","Meyer lemon sauce, broccoli rabe, carmelized onions and fingerling potatoes","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","32.00","Grilled Strip Steak","Pommes dauphinoise,‏ swiss chard, oyster mushrooms and rosemary demi glace","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","A La Carte","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Veal Milanese","Pistachio-panko bread crumbs, garlic mashed potatoes, porcini mushroom sauce and zucchini","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name",""
"","200","Chef's Tasting","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Soup","Watercress, pistachio and spiced creme fraiche","option_groups","Wine","OPTION_CHOOSE","2012 Pine Ridge, Chenin Blanc, Napa",""
"","200","Chef's Tasting","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Oysters","Poached with haddock and saffron nage","option_groups","Wine","OPTION_CHOOSE","2011 Le Salse, Verdiccio, Matelica",""
"","200","Chef's Tasting","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Fregola","Sardinian couscous, clams, baby squid and heirloom tomatoes","option_groups","Wine","OPTION_CHOOSE","2012 Domaine Brazilier, Rosé (pinot D'aunis), Coteaux Du Vendomois",""
"","200","Chef's Tasting","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Beef Shank","Coffee braised shank with bone marrow and spicy panko","option_groups","Wine","OPTION_CHOOSE","2009 Jones Family, Cabernet Sauvignon, Washington State",""
"","200","Chef's Tasting","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Entrees","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Panna Cotta","Greek yogurt and vanilla bean with quince, honey and orange zest","option_groups","Wine","OPTION_CHOOSE","2012 Zagara, MoscatD d’asti",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Creme Brulee","Vanilla-mascarpone custard with blueberry","option_groups","Wine","OPTION_CHOOSE","compote Offley’s 10 Year Old Tawny Port",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Profiteroles","Chocolate ganache & vanilla bean gelato","option_groups","Wine","OPTION_CHOOSE","2012 Zagara, Moscato D’asti",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Apple Crisp","Kuri squash gelato, golden raisins & almond crust","option_groups","Wine","OPTION_CHOOSE","Boston Bual “Historic Series” Madeira",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Chocolate Trio","Flourless chocolate cake with ginger-caramel cream; chocolate sorbet with sesame-orange tuille; hot mexican chocolate with mini marshmallow","option_groups","Wine","OPTION_CHOOSE","2011 Elio Perrone ‘Bigarò’, Brachetto d’Aqui",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Biscotti","Almond or Chocolate","option_groups","Wine","OPTION_CHOOSE","2006 FrescoBaldi, Vin Santo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Biscotti e Vin Santo","Almond cookie‏ served with traditional dessert wine","option_groups","Wine","OPTION_CHOOSE","2006 FrescoBaldi, Vin Santo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Desserts and Pairings‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","29.00","Cheese Plate","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","2007 Pacific Rim, Riesling, Vin de Glaciere","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","2006 FrescoBaldi, Vin Santo","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","9.00","2010 Elio Perrone ‘Bigarò’, Brachetto d’Aqui","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","9.00","2009 Zagara, Moscato d’Asti","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","2008 The Stump Jump “Sticky Chardonnay”","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Dessert Wines","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","2003 Castelnau de Suduirant, Sauternes","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Port, Sherry & Madiera‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","9.00","Pedro Ximenez, La Cilla, Sherry","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Port, Sherry & Madiera‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","9.00","Graham's Six Grape Ruby Port","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Port, Sherry & Madiera‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","Offley's 10-Year Old Tawny Port","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Port, Sherry & Madiera‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","10.00","2001 Dow's LBV Ruby Port","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Port, Sherry & Madiera‏","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Taylor 20-Year Old Tawny Port","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Scotch","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Cordials","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Dewar’s White","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Grappa di Barolo","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Johnnie Walker Black","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Amaro di Montenegro","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Laphroiag 10 year","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Fernet Branca","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Macallan 12 year","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Cynar","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Glenlivet 12 year","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Sambuca (Black or White)","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Bourbon","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
"","200","Dessert","venues__menus__sections__subsections__subsection_name","Designed to pair perfectly with our house made focaccia bread.","ITEM","Cordials & More","$","00a5e98b8536c95f37ae","(781) 395-7464","Bistro 5","02155","Medford","5 Playstead Rd.","MA","United States","Point","-71.132524","42.421375","12.00","Frangelico","Selection of three ripe cheeses","option_groups","Wine","OPTION_CHOOSE","Pedro Ximenez, Sherry, Barbadillo",""
